quarter,stock,date,open,high,low,close,volume,percent_change_price,percent_change_volume_over_last_wk,previous_weeks_volume,days_to_next_dividend,percent_return_next_dividend,ISM,PCE,next_weeks_open,next_weeks_close,percent_change_next_weeks_price
1,29,20110225,42.83,43.28,41.6,42.95,56966763,0.280177,68.20082389,33868302,287,0.931315,59.1,10583.5,43.02,43.55,1.23199
1,12,20110225,20.88,21.21,20.08,20.82,268500170,-0.287356,69.1962381,158691572,111,0.67243,59.1,10583.5,20.95,20.37,-2.7685
1,14,20110225,39.3,39.38,36.78,37.08,54816070,-5.64885,79.02273944,30619613,11,0.674218,59.1,10583.5,37.15,37.22,0.188425
1,13,20110225,47.57,48.55,42.08,42.68,211147488,-10.2796,327.4089238,49401750,17,0.187441,59.1,10583.5,43.06,42.61,-1.04505
1,16,20110225,163.57,164.26,159.03,162.28,21443811,-0.788653,49.40701738,14352613,70,0.462164,59.1,10583.5,162.36,161.83,-0.326435
1,15,20110225,21.95,22.19,21.01,21.86,256135777,-0.410023,27.31574464,201181541,68,0.823422,59.1,10583.5,21.75,21.56,-0.873563
1,17,20110225,60.68,61.08,59.36,59.64,46786798,-1.71391,40.61333912,33273371,0,0.905433,59.1,10583.5,59.93,61.06,1.88553
1,18,20110225,47.2,47.27,45.21,46.68,139540125,-1.10169,5.758921292,131941706,38,0.535561,59.1,10583.5,46.81,45.52,-2.75582
1,9,20110225,63.36,64.4,63.33,64.31,32331825,1.49937,7.998156552,29937386,14,0.730835,59.1,10583.5,64.17,65.21,1.62069
1,19,20110225,30.72,32.2,30.66,31.71,50462721,3.22266,32.19706832,38172345,32,0.914538,59.1,10583.5,31.82,31.58,-0.754243
1,20,20110225,75.95,76.45,74.42,74.44,27881213,-1.98815,66.61276289,16734140,0,0.819452,59.1,10583.5,74.51,76.03,2.03999
1,0,20110225,92.73,93.65,89.27,90.25,17249356,-2.67443,28.42625947,13431331,82,0.609418,59.1,10583.5,91.9,92.19,0.31556
1,21,20110225,32.75,32.8,31.85,32.19,57467917,-1.70992,5.601457195,54419625,14,1.18049,59.1,10583.5,32.2,33.06,2.67081
1,22,20110225,26.78,27.1,26.43,26.55,238628349,-0.85885,4.242697988,228916129,81,0.602637,59.1,10583.5,26.69,25.95,-2.77257
1,23,20110225,18.88,19.13,18.67,18.86,177077740,-0.105932,15.6210649,153153528,75,1.06045,59.1,10583.5,18.95,19.66,3.7467
1,24,20110225,63.73,64.4,62.53,62.84,47748854,-1.39652,32.2720566,36098973,61,0.843412,59.1,10583.5,62.8,62.03,-1.22611
1,3,20110225,28.32,28.42,27.61,28.13,94960503,-0.670904,7.611002836,88244232,40,1.52862,59.1,10583.5,28.25,27.92,-1.16814
1,25,20110225,60.6,61.15,59.05,59.6,20849299,-1.65016,47.78593979,14107769,11,0.604027,59.1,10583.5,59.6,59.18,-0.704698
1,26,20110225,84.54,84.69,81.81,83.37,15551183,-1.38396,30.43372835,11922670,82,0.575747,59.1,10583.5,83.58,82.86,-0.86145
1,27,20110225,36.24,36.32,35.34,35.97,57673647,-0.745033,-16.31297167,68915874,40,1.36225,59.1,10583.5,36.06,36.08,0.0554631
1,28,20110225,53.81,54.01,51.52,51.75,92696912,-3.82828,79.79620013,51556658,12,0.714976,59.1,10583.5,51.75,52.07,0.618357
1,11,20110225,84.97,88.23,84.73,85.34,122018405,0.435448,30.74489174,93325562,3,0.515585,59.1,10583.5,85.87,85.08,-0.919995
1,2,20110304,16.81,16.94,16.13,16.58,109493077,-1.36823,-17.66315005,132981863,69,0.180941,58.9,10624.6,16.58,16.03,-3.31725
1,1,20110304,43.73,44.68,42.75,43.72,38985037,-0.0228676,-1.687362023,39654146,33,0.411711,58.9,10624.6,43.86,44.28,0.957592
1,5,20110304,72.47,72.9,68.6,71.8,27527285,-0.92452,4.832201474,26258425,68,0.584958,58.9,10624.6,71.6,71.64,0.0558659
1,4,20110304,14.27,14.48,13.81,14.12,699671790,-1.05116,-1.794490244,712456757,89,0.0708215,58.9,10624.6,14.18,14.38,1.41044
1,6,20110304,102.72,104.43,99.35,103.04,29851515,0.311526,6.05678948,28146727,47,0.427019,58.9,10624.6,103.42,100.02,-3.28757
1,8,20110304,18.62,18.79,18.31,18.4,302059981,-1.18153,5.907103532,285212201,25,0.326087,58.9,10624.6,18.36,17.95,-2.23312
1,7,20110304,102.28,104.99,102.18,103.75,48214502,1.43723,-16.72485624,57897831,75,0.703614,58.9,10624.6,104.12,99.93,-4.0242
1,10,20110304,54.22,54.95,52.76,53.87,32958368,-0.645518,-0.700039131,33190716,68,0.761092,58.9,10624.6,54.1,52.9,-2.21811
1,29,20110304,43.02,44.34,42.97,43.55,53096584,1.23199,-6.79374919,56966763,280,0.918484,58.9,10624.6,43.53,42.93,-1.37836
1,12,20110304,20.95,21.17,20.16,20.37,261175412,-2.7685,-2.728027323,268500170,104,0.687285,58.9,10624.6,20.4,20.36,-0.196078
1,14,20110304,37.15,37.86,36.33,37.22,49763519,0.188425,-9.217280626,54816070,4,0.671682,58.9,10624.6,37.26,37.14,-0.322061
1,13,20110304,43.06,43.85,42.06,42.61,110702335,-1.04505,-47.57108595,211147488,10,0.187749,58.9,10624.6,42.9,41.73,-2.72727
1,16,20110304,162.36,164.31,159.41,161.83,21549118,-0.326435,0.491083418,21443811,63,0.463449,58.9,10624.6,161.6,162.43,0.513614
1,15,20110304,21.75,22.08,21.35,21.56,291751623,-0.873563,13.90506489,256135777,61,0.834879,58.9,10624.6,21.69,20.87,-3.78054
1,17,20110304,59.93,61.5,59.77,61.06,63576642,1.88553,35.88585823,46786798,83,0.933508,58.9,10624.6,61.09,59.69,-2.2917
1,18,20110304,46.81,47.18,45.07,45.52,139051830,-2.75582,-0.349931606,139540125,31,0.549209,58.9,10624.6,45.62,45.74,0.263043
1,9,20110304,64.17,65.87,63.86,65.21,61665987,1.62069,90.72844481,32331825,7,0.720748,58.9,10624.6,65.32,64.81,-0.780772
1,19,20110304,31.82,31.88,31.28,31.58,55211152,-0.754243,9.409779944,50462721,25,0.918303,58.9,10624.6,31.56,31.7,0.443599
1,20,20110304,74.51,76.63,73.64,76.03,41047787,2.03999,47.22382057,27881213,84,0.802315,58.9,10624.6,76.38,76.73,0.458235
1,0,20110304,91.9,93.4,90.24,92.19,17453306,0.31556,1.182362982,17249356,75,0.596594,58.9,10624.6,92.58,91.61,-1.04774
1,21,20110304,32.2,33.36,32.19,33.06,128028062,2.67081,122.7818036,57467917,7,1.14943,58.9,10624.6,33,32.73,-0.818182
1,22,20110304,26.69,26.86,25.8,25.95,298801508,-2.77257,25.2162659,238628349,74,0.61657,58.9,10624.6,26.13,25.68,-1.72216
1,23,20110304,18.95,19.9,18.9,19.66,257979737,3.7467,45.68727667,177077740,68,1.01729,58.9,10624.6,19.64,19.47,-0.86558
1,24,20110304,62.8,63.65,61.56,62.03,59801160,-1.22611,25.2410372,47748854,54,0.854425,58.9,10624.6,62,61.49,-0.822581
1,3,20110304,28.25,28.53,27.79,27.92,118740085,-1.16814,25.04155017,94960503,33,1.54011,58.9,10624.6,27.95,28.46,1.82469
1,25,20110304,59.6,60.02,58.53,59.18,20284170,-0.704698,-2.710541971,20849299,4,0.608314,58.9,10624.6,59.26,58.88,-0.641242
1,26,20110304,83.58,84.24,81.42,82.86,19167224,-0.86145,23.25251397,15551183,75,0.57929,58.9,10624.6,83.03,81.28,-2.10767
1,27,20110304,36.06,36.94,35.85,36.08,80086312,0.0554631,38.86118906,57673647,33,1.35809,58.9,10624.6,36.13,35.85,-0.774979
1,28,20110304,51.75,52.6,51.68,52.07,74964203,0.618357,-19.12977317,92696912,5,0.710582,58.9,10624.6,52.26,52.59,0.631458
1,11,20110304,85.87,86.56,83.55,85.08,102134160,-0.919995,-16.29610303,122018405,68,0.552421,58.9,10624.6,85.84,82.12,-4.33364
1,2,20110311,16.58,16.75,15.42,16.03,114332562,-3.31725,4.419900447,109493077,62,0.187149,58.9,10624.6,15.95,16.11,1.00313
1,1,20110311,43.86,45.54,43.53,44.28,37613429,0.957592,-3.518293442,38985037,26,0.406504,58.9,10624.6,43.86,44.17,0.706794
1,5,20110311,71.6,72.5,69.91,71.64,25556296,0.0558659,-7.160128578,27527285,61,0.586265,58.9,10624.6,71.17,69.1,-2.90853
1,4,20110311,14.18,14.7,13.92,14.38,805210688,1.41044,15.08405791,699671790,82,0.069541,58.9,10624.6,14.26,14.04,-1.54278
1,6,20110311,103.42,104.45,97.01,100.02,38614049,-3.28757,29.35373297,29851515,40,0.439912,58.9,10624.6,102.59,105.06,2.40764
1,8,20110311,18.36,18.37,17.76,17.95,311209442,-2.23312,3.029021246,302059981,18,0.334262,58.9,10624.6,17.81,17.14,-3.76193
1,7,20110311,104.12,104.77,97.6,99.93,43673568,-4.0242,-9.418191232,48214502,68,0.730511,58.9,10624.6,99.16,102.8,3.67084
1,10,20110311,54.1,54.49,51.82,52.9,27091813,-2.21811,-17.79989531,32958368,61,0.775047,58.9,10624.6,53.18,52.99,-0.357277
1,29,20110311,43.53,43.61,42.16,42.93,41229388,-1.37836,-22.35020618,53096584,273,0.931749,58.9,10624.6,42.64,41.23,-3.30675
1,12,20110311,20.4,20.79,19.94,20.36,303566341,-0.196078,16.23082689,261175412,97,0.687623,58.9,10624.6,19.96,19.25,-3.55711
1,14,20110311,37.26,37.78,36.54,37.14,49156185,-0.322061,-1.220440218,49763519,95,0.673129,58.9,10624.6,36.92,36,-2.49187
1,13,20110311,42.9,43.05,41.26,41.73,85140794,-2.72727,-23.0903359,110702335,3,0.191709,58.9,10624.6,41.31,41.32,0.0242072
1,16,20110311,161.6,167.72,158.85,162.43,31119857,0.513614,44.41359967,21549118,56,0.461737,58.9,10624.6,161.16,155.89,-3.27004
1,15,20110311,21.69,21.74,20.61,20.87,289874871,-3.78054,-0.643270457,291751623,54,0.862482,58.9,10624.6,20.66,19.93,-3.5334
1,17,20110311,61.09,61.1,59.11,59.69,53844149,-2.2917,-15.30828413,63576642,76,0.954934,58.9,10624.6,59.49,58.57,-1.54648
1,18,20110311,45.62,47.1,44.76,45.74,140414285,0.263043,0.979818101,139051830,24,0.546568,58.9,10624.6,45.42,45.74,0.704535
1,9,20110311,65.32,65.84,64.47,64.81,44560041,-0.780772,-27.73967763,61665987,0,0.725197,58.9,10624.6,64.34,62.7,-2.54896
1,19,20110311,31.56,31.79,31.18,31.7,41766976,0.443599,-24.3504718,55211152,18,0.914827,58.9,10624.6,31.51,30.99,-1.65027
1,20,20110311,76.38,77.25,74.97,76.73,34855064,0.458235,-15.08661843,41047787,77,0.794995,58.9,10624.6,76.1,72.99,-4.08673
1,0,20110311,92.58,94.16,89.71,91.61,18144593,-1.04774,3.960779694,17453306,68,0.600371,58.9,10624.6,91.21,88.98,-2.44491
1,21,20110311,33,33.48,32.45,32.73,91319466,-0.818182,-28.67230467,128028062,0,1.16101,58.9,10624.6,32.5,31.91,-1.81538
1,22,20110311,26.13,26.27,25.35,25.68,271799244,-1.72216,-9.036856668,298801508,67,0.623053,58.9,10624.6,25.49,24.8,-2.70694
1,23,20110311,19.64,19.75,19.3,19.47,195391037,-0.86558,-24.26109148,257979737,61,1.02722,58.9,10624.6,19.45,20.18,3.75321
1,24,20110311,62,62.3,61.12,61.49,52731797,-0.822581,-11.82144795,59801160,47,0.861929,58.9,10624.6,61.04,60.6,-0.720839
1,3,20110311,27.95,28.89,27.73,28.46,139153253,1.82469,17.19147161,118740085,26,1.51089,58.9,10624.6,28.32,27.94,-1.34181
1,25,20110311,59.26,59.72,57.88,58.88,15980871,-0.641242,-21.21506081,20284170,89,0.696332,58.9,10624.6,58.47,58.06,-0.701214
1,26,20110311,83.03,84.05,80.26,81.28,22004496,-2.10767,14.80272782,19167224,68,0.590551,58.9,10624.6,80.74,80.16,-0.718355
1,27,20110311,36.13,36.65,35.65,35.85,66137992,-0.774979,-17.41660922,80086312,26,1.36681,58.9,10624.6,35.74,35.84,0.279799
1,28,20110311,52.26,53.88,51.75,52.59,69185186,0.631458,-7.709035471,74964203,61,0.703556,58.9,10624.6,52.35,51.52,-1.58548
1,11,20110311,85.84,86.08,80.1,82.12,92727886,-4.33364,-9.209723759,102134160,61,0.572333,58.9,10624.6,81.67,80.85,-1.00404
1,2,20110318,15.95,16.33,15.43,16.11,130374108,1.00313,14.03060136,114332562,55,0.18622,58.9,10624.6,16.38,17.09,4.33455
1,1,20110318,43.86,44.47,42.19,44.17,41757526,0.706794,11.01759959,37613429,19,0.407516,58.9,10624.6,44.75,45.59,1.87709
1,5,20110318,71.17,71.23,67.34,69.1,29746370,-2.90853,16.3954667,25556296,54,0.607815,58.9,10624.6,70.29,73.34,4.33917
1,4,20110318,14.26,14.35,13.66,14.04,792380862,-1.54278,-1.593350187,805210688,75,0.0712251,58.9,10624.6,14.2,13.34,-6.05634
1,6,20110318,102.59,105.64,98.55,105.06,54195667,2.40764,40.35219927,38614049,33,0.418808,58.9,10624.6,106.9,109.09,2.04864
1,8,20110318,17.81,17.88,16.97,17.14,444161658,-3.76193,42.72113826,311209442,11,0.350058,58.9,10624.6,17.34,17.28,-0.346021
1,7,20110318,99.16,103.97,97.98,102.8,56186791,3.67084,28.6517076,43673568,61,0.710117,58.9,10624.6,103.86,106.78,2.81148
1,10,20110318,53.18,53.5,51.1,52.99,39779608,-0.357277,46.83258001,27091813,54,0.773731,58.9,10624.6,53.8,54.1,0.557621
1,29,20110318,42.64,42.67,40.42,41.23,65060004,-3.30675,57.80007212,41229388,266,0.970167,58.9,10624.6,41.46,42.97,3.64206
1,12,20110318,19.96,20.09,18.6,19.25,520516218,-3.55711,71.46703956,303566341,90,0.727273,58.9,10624.6,19.68,19.75,0.355691
1,14,20110318,36.92,36.94,35.43,36,52758908,-2.49187,7.329134676,49156185,88,0.694444,58.9,10624.6,36.29,37.42,3.11381
1,13,20110318,41.31,42.15,40.1,41.32,121051768,0.0242072,42.1783405,85140794,87,0.314618,58.9,10624.6,41.85,42.53,1.62485
1,16,20110318,161.16,161.98,151.71,155.89,41827781,-3.27004,34.40865426,31119857,49,0.481108,58.9,10624.6,157.64,162.18,2.87998
1,15,20110318,20.66,20.88,19.71,19.93,347426088,-3.5334,19.85381375,289874871,47,0.903161,58.9,10624.6,19.9,20.37,2.36181
1,17,20110318,59.49,59.49,57.5,58.57,71716802,-1.54648,33.19330574,53844149,69,0.973194,58.9,10624.6,58.67,58.98,0.528379
1,18,20110318,45.42,46.18,43.4,45.74,226413618,0.704535,61.24685462,140414285,17,0.546568,58.9,10624.6,46.28,45.86,-0.907519
1,9,20110318,64.34,64.61,61.29,62.7,59542953,-2.54896,33.62409833,44560041,87,0.749601,58.9,10624.6,63.13,65.22,3.31063
1,19,20110318,31.51,31.6,30.45,30.99,51736270,-1.65027,23.86884317,41766976,11,0.935786,58.9,10624.6,30.78,31.26,1.55945
1,20,20110318,76.1,76.41,72.89,72.99,40853280,-4.08673,17.20902306,34855064,70,0.835731,58.9,10624.6,73.5,75.25,2.38095
1,0,20110318,91.21,91.21,86.91,88.98,23633329,-2.44491,30.24998136,18144593,61,0.618116,58.9,10624.6,90.27,92.27,2.21558
1,21,20110318,32.5,32.6,31.06,31.91,86394177,-1.81538,-5.393471092,91319466,87,1.19085,58.9,10624.6,32.09,32.57,1.49579
1,22,20110318,25.49,25.76,24.68,24.8,379216242,-2.70694,39.52071257,271799244,60,0.645161,58.9,10624.6,25.18,25.62,1.74742
1,23,20110318,19.45,20.29,19.15,20.18,457640533,3.75321,134.2177717,195391037,54,0.99108,58.9,10624.6,20.32,20.35,0.147638
1,24,20110318,61.04,61.39,59.7,60.6,66311521,-0.720839,25.75243927,52731797,40,0.874587,58.9,10624.6,60.96,60.88,-0.131234
1,3,20110318,28.32,28.42,27.27,27.94,153806769,-1.34181,10.53048756,139153253,19,1.53901,58.9,10624.6,28.77,28.85,0.278067
1,25,20110318,58.47,59.51,57.51,58.06,24832210,-0.701214,55.38708747,15980871,82,0.706166,58.9,10624.6,58.44,58.98,0.924025
1,26,20110318,80.74,81.23,77.05,80.16,26234929,-0.718355,19.22531195,22004496,61,0.598802,58.9,10624.6,81.3,83.52,2.73063
1,27,20110318,35.74,35.84,33.36,35.84,124202175,0.279799,87.7924794,66137992,19,1.36719,58.9,10624.6,36.66,37.29,1.71849
1,28,20110318,52.35,52.52,50.97,51.52,63198175,-1.58548,-8.653602521,69185186,54,0.718168,58.9,10624.6,51.73,52.35,1.19853
1,11,20110318,81.67,82.64,78.8,80.85,123914255,-1.00404,33.63213629,92727886,54,0.581323,58.9,10624.6,81.87,83.62,2.13754
1,2,20110325,16.38,17.24,16.26,17.09,95550392,4.33455,-26.71060729,130374108,48,0.175541,58.9,10624.6,17.13,17.47,1.98482
1,1,20110325,44.75,45.61,44.1,45.59,30798332,1.87709,-26.24483548,41757526,12,0.394823,58.9,10624.6,45.54,45.36,-0.395257
1,5,20110325,70.29,73.5,70.03,73.34,24423545,4.33917,-17.89403211,29746370,47,0.572675,58.9,10624.6,73.5,74.01,0.693878
1,4,20110325,14.2,14.22,13.32,13.34,717678994,-6.05634,-9.427520474,792380862,68,0.0749625,58.9,10624.6,13.42,13.37,-0.372578
1,6,20110325,106.9,110.15,105.64,109.09,37837456,2.04864,-30.18361413,54195667,26,0.403337,58.9,10624.6,109.54,113.12,3.26821
1,8,20110325,17.34,17.64,17.2,17.28,284574143,-0.346021,-35.93005207,444161658,4,0.347222,58.9,10624.6,17.36,17.04,-1.84332
1,7,20110325,103.86,107.01,103.2,106.78,39606692,2.81148,-29.50889116,56186791,54,0.683649,58.9,10624.6,106.4,108.32,1.80451
1,10,20110325,53.8,54.64,52.89,54.1,24464568,0.557621,-38.49972579,39779608,47,0.757856,58.9,10624.6,54.11,55.19,1.99593
1,29,20110325,41.46,43.24,40.87,42.97,40696371,3.64206,-37.44794267,65060004,259,0.930882,58.9,10624.6,43.19,42.85,-0.787219
1,12,20110325,19.68,19.93,19.25,19.75,227819072,0.355691,-56.23208958,520516218,83,0.708861,58.9,10624.6,19.81,20.34,2.67542
1,14,20110325,36.29,37.82,36.03,37.42,40337534,3.11381,-23.54365257,52758908,81,0.668092,58.9,10624.6,37.46,37.56,0.266951
1,13,20110325,41.85,43.28,41.35,42.53,78089358,1.62485,-35.49093971,121051768,80,0.305667,58.9,10624.6,42.42,40.98,-3.39463
1,16,20110325,157.64,162.74,157.07,162.18,25381792,2.87998,-39.31833965,41827781,42,0.462449,58.9,10624.6,161.54,164.27,1.68998
1,15,20110325,19.9,20.6,19.88,20.37,229150771,2.36181,-34.04330333,347426088,40,0.883652,58.9,10624.6,20.44,19.72,-3.5225
1,17,20110325,58.67,59.16,58.5,58.98,47498000,0.528379,-33.77005294,71716802,62,0.966429,58.9,10624.6,58.98,59.49,0.8647
1,18,20110325,46.28,46.38,44.77,45.86,117959443,-0.907519,-47.9009063,226413618,10,0.545137,58.9,10624.6,46.1,46.35,0.542299
1,9,20110325,63.13,65.39,63.05,65.22,29853434,3.31063,-49.86235567,59542953,80,0.720638,58.9,10624.6,65.2,67.22,3.09816
1,19,20110325,30.78,31.49,30.43,31.26,41958399,1.55945,-18.899451,51736270,4,0.927703,58.9,10624.6,31.35,31.61,0.829346
1,20,20110325,73.5,75.75,73.38,75.25,23877441,2.38095,-41.55318496,40853280,63,0.810631,58.9,10624.6,75.55,75.99,0.582396
1,0,20110325,90.27,92.98,90.17,92.27,14970403,2.21558,-36.65554692,23633329,54,0.596077,58.9,10624.6,92.42,93.13,0.768232
1,21,20110325,32.09,32.9,32.04,32.57,66135182,1.49579,-23.44949128,86394177,80,1.16672,58.9,10624.6,32.54,33.07,1.62876
1,22,20110325,25.18,25.95,25.15,25.62,217545216,1.74742,-42.63293817,379216242,53,0.624512,58.9,10624.6,25.66,25.48,-0.701481
1,23,20110325,20.32,20.5,19.74,20.35,215914627,0.147638,-52.82003856,457640533,47,0.982801,58.9,10624.6,20.42,20.38,-0.195886
1,24,20110325,60.96,61.52,60.54,60.88,41351155,-0.131234,-37.64106994,66311521,33,0.870565,58.9,10624.6,61.08,62.08,1.6372
1,3,20110325,28.77,29.1,27.95,28.85,169105318,0.278067,9.946603195,153806769,12,1.49047,58.9,10624.6,29.02,30.62,5.51344
1,25,20110325,58.44,59.28,57.99,58.98,14126721,0.924025,-43.11130181,24832210,75,0.695151,58.9,10624.6,59.09,59.71,1.04925
1,26,20110325,81.3,83.59,80.57,83.52,19032729,2.73063,-27.4527139,26234929,54,0.574713,58.9,10624.6,83.75,85.32,1.87463
1,27,20110325,36.66,37.32,36.37,37.29,79604168,1.71849,-35.90758938,124202175,12,1.31403,58.9,10624.6,37.44,38.47,2.75107
1,28,20110325,51.73,52.95,51.38,52.35,53385178,1.19853,-15.52734236,63198175,47,0.706781,58.9,10624.6,52.31,52.13,-0.344102
1,11,20110325,81.87,83.93,81.86,83.62,83364516,2.13754,-32.72403082,123914255,47,0.562066,58.9,10624.6,83.86,84.68,0.97782
2,2,20110401,17.13,17.8,17.02,17.47,103320396,1.98482,8.131838957,95550392,41,0.171723,53.7,10653.1,17.42,17.92,2.87026
2,1,20110401,45.54,46.29,45.11,45.36,28738689,-0.395257,-6.687514765,30798332,5,0.396825,53.7,10653.1,45.61,46.28,1.46898
2,5,20110401,73.5,74.85,73.03,74.01,20590618,0.693878,-15.69357356,24423545,40,0.567491,53.7,10653.1,73.38,73.47,0.122649
2,4,20110401,13.42,13.61,13.16,13.37,499672763,-0.372578,-30.37656568,717678994,61,0.0747943,53.7,10653.1,13.4,13.48,0.597015
2,6,20110401,109.54,113.59,108.61,113.12,28116391,3.26821,-25.69164534,37837456,19,0.388967,53.7,10653.1,113.75,109.82,-3.45495
2,8,20110401,17.36,17.6,16.99,17.04,308644641,-1.84332,8.458427651,284574143,95,0.352113,53.7,10653.1,17.01,17.65,3.76249
2,7,20110401,106.4,109.65,105.52,108.32,35824123,1.80451,-9.55032801,39606692,47,0.673929,53.7,10653.1,108.52,109.66,1.0505
2,10,20110401,54.11,55.8,53.7,55.19,23341552,1.99593,-4.590377398,24464568,40,0.742888,53.7,10653.1,55.5,55.4,-0.18018
2,29,20110401,43.19,43.48,42.36,42.85,34130223,-0.787219,-16.13448039,40696371,252,0.933489,53.7,10653.1,42.87,41.76,-2.58922
2,12,20110401,19.81,20.5,19.53,20.34,207897262,2.67542,-8.744575169,227819072,76,0.688299,53.7,10653.1,20.73,20.19,-2.60492
2,14,20110401,37.46,37.87,36.62,37.56,52881329,0.266951,31.09707946,40337534,74,0.665602,53.7,10653.1,37.48,37.46,-0.0533618
2,13,20110401,42.42,42.83,37.6,40.98,90069975,-3.39463,15.34218914,78089358,73,0.317228,53.7,10653.1,40.65,40.7,0.123001
2,16,20110401,161.54,164.42,161.12,164.27,19081936,1.68998,-24.82037517,25381792,35,0.456565,53.7,10653.1,164.42,164.05,-0.225033
2,15,20110401,20.44,20.66,19.56,19.72,321390635,-3.5225,40.25291453,229150771,33,0.912779,53.7,10653.1,19.79,20.02,1.1622
2,17,20110401,58.98,59.73,58.93,59.49,48029143,0.8647,1.118242873,47498000,55,0.958144,53.7,10653.1,59.5,59.46,-0.0672269
2,18,20110401,46.1,46.88,45.51,46.35,112702290,0.542299,-4.456746206,117959443,3,0.539374,53.7,10653.1,46.12,46.84,1.56114
2,9,20110401,65.2,67.48,65.03,67.22,39265955,3.09816,31.5291065,29853434,73,0.699197,53.7,10653.1,67.22,67.27,0.0743826
2,19,20110401,31.35,31.7,31.06,31.61,38759730,0.829346,-7.623429578,41958399,88,0.917431,53.7,10653.1,31.71,31.67,-0.126143
2,20,20110401,75.55,76.5,74.87,75.99,17977737,0.582396,-24.7082759,23877441,56,0.802737,53.7,10653.1,76.31,76.04,-0.35382
2,0,20110401,92.42,94.33,91.9,93.13,14958061,0.768232,-0.08244267,14970403,47,0.590572,53.7,10653.1,92.68,93.22,0.58265
2,21,20110401,32.54,33.48,32.39,33.07,60348951,1.62876,-8.749096661,66135182,73,1.14908,53.7,10653.1,33.34,33.67,0.989802
2,22,20110401,25.66,25.72,25.3,25.48,258143967,-0.701481,18.66221273,217545216,46,0.627944,53.7,10653.1,25.45,26.07,2.43615
2,23,20110401,20.42,20.57,20.11,20.38,170424399,-0.195886,-21.06861801,215914627,40,0.981354,53.7,10653.1,20.55,20.46,-0.437956
2,24,20110401,61.08,62.3,60.61,62.08,43453701,1.6372,5.08461251,41351155,26,0.853737,53.7,10653.1,62.17,61.9,-0.434293
2,3,20110401,29.02,30.97,28.9,30.62,384284485,5.51344,127.2456535,169105318,5,1.40431,53.7,10653.1,30.74,30.71,-0.0975927
2,25,20110401,59.09,60.01,58.37,59.71,16608737,1.04925,17.56965399,14126721,68,0.686652,53.7,10653.1,59.83,59.58,-0.417851
2,26,20110401,83.75,85.95,83.26,85.32,16314122,1.87463,-14.28385283,19032729,47,0.562588,53.7,10653.1,85.66,84.81,-0.992295
2,27,20110401,37.44,38.95,37.42,38.47,96766651,2.75107,21.55977938,79604168,5,1.27372,53.7,10653.1,38.53,37.72,-2.10226
2,28,20110401,52.31,52.74,51.89,52.13,44519431,-0.344102,-16.60713204,53385178,40,0.709764,53.7,10653.1,52.31,52.54,0.439686
2,11,20110401,83.86,84.94,82.61,84.68,77569311,0.97782,-6.95164475,83364516,40,0.555031,53.7,10653.1,84.26,85.95,2.0057
2,2,20110408,17.42,18.47,17.42,17.92,129237024,2.87026,25.08374823,103320396,34,0.167411,53.7,10653.1,18.06,16.52,-8.52713
2,1,20110408,45.61,46.49,45.1,46.28,31114741,1.46898,8.267781457,28738689,82,0.388937,53.7,10653.1,46.36,46.25,-0.237274
2,5,20110408,73.38,74.85,72.71,73.47,21220138,0.122649,3.057314744,20590618,33,0.571662,53.7,10653.1,73.65,72.6,-1.42566
2,4,20110408,13.4,13.88,13.37,13.48,480033181,0.597015,-3.930488803,499672763,54,0.074184,53.7,10653.1,13.5,12.82,-5.03704
2,6,20110408,113.75,113.93,108.88,109.82,28772937,-3.45495,2.335100547,28116391,12,0.400656,53.7,10653.1,110.02,107.21,-2.55408
2,8,20110408,17.01,18.29,17,17.65,539982011,3.76249,74.95266053,308644641,88,0.339943,53.7,10653.1,17.71,17.03,-3.83964
2,7,20110408,108.52,109.94,107.51,109.66,31958307,1.0505,-10.79109738,35824123,40,0.665694,53.7,10653.1,109.74,106.24,-3.18936
2,10,20110408,55.5,56.52,55,55.4,19685778,-0.18018,-15.66208622,23341552,33,0.740072,53.7,10653.1,55.45,54.89,-1.00992
2,29,20110408,42.87,43.05,41.4,41.76,39055258,-2.58922,14.43012839,34130223,245,0.957854,53.7,10653.1,41.76,41.52,-0.574713
2,12,20110408,20.73,20.75,20.07,20.19,238618636,-2.60492,14.77719028,207897262,69,0.693413,53.7,10653.1,20.24,20.04,-0.988142
2,14,20110408,37.48,37.96,37.21,37.46,47021433,-0.0533618,-11.08121923,52881329,67,0.667379,53.7,10653.1,37.45,38.17,1.92256
2,13,20110408,40.65,41.8,40.2,40.7,87672936,0.123001,-2.6613075,90069975,66,0.31941,53.7,10653.1,40.71,40.26,-1.10538
2,16,20110408,164.42,164.75,163.16,164.05,17615408,-0.225033,-7.68542563,19081936,28,0.457178,53.7,10653.1,163.44,166.21,1.69481
2,15,20110408,19.79,20.2,19.36,20.02,286343950,1.1622,-10.90470013,321390635,26,0.899101,53.7,10653.1,20.07,19.75,-1.59442
2,17,20110408,59.5,60.18,59.25,59.46,47141409,-0.0672269,-1.848323631,48029143,48,0.958628,53.7,10653.1,59.54,60.56,1.71313
2,18,20110408,46.12,47.8,46.05,46.84,121937602,1.56114,8.194431542,112702290,84,0.533732,53.7,10653.1,47,44.89,-4.48936
